"";"V0001";"V0002";"V0011";"V0300";"V0010";"V1001";"V1002";"V1003";"V1004";"V1006";"V4001";"V4002";"V0201";"V2011";"V2012";"V0202";"V0203";"V6203";"V0204";"V6204";"V0205";"V0206";"V0207";"V0208";"V0209";"V0210";"V0211";"V0212";"V0213";"V0214";"V0215";"V0216";"V0217";"V0218";"V0219";"V0220";"V0221";"V0222";"V0301";"V0401";"V0402";"V0701";"V6529";"V6530";"V6531";"V6532";"V6600";"V6210";"M0201";"M2011";"M0202";"M0203";"M0204";"M0205";"M0206";"M0207";"M0208";"M0209";"M0210";"M0211";"M0212";"M0213";"M0214";"M0215";"M0216";"M0217";"M0218";"M0219";"M0220";"M0221";"M0222";"M0301";"M0401";"M0402";"M0701"
"4578";35;49904;"3549904005007";5047213;8,1061943375315;3;13;50;0;1;1;12;3;100;0,19608;"2";2;1,5;1;3;1;"";1;1;1;1;1;2;1;1;1;1;1;1;2;NA;2;2;2;3;1;2;910;1,78431;303,33;0,59477;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4579";35;49904;"3549904005007";5135021;24,481492577419;3;13;50;0;1;1;11;1;NA;NA;"1";3;0,7;1;2;1;"";1;1;1;1;1;1;2;1;1;1;1;1;1;1;2;1;2;2;1;2;4000;7,84314;2000;3,92157;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4580";35;49904;"3549904005007";5158174;14,8742732239414;3;13;50;0;2;1;11;1;NA;NA;"2";6;0,8;3;1,7;1;"";3;1;1;2;1;1;1;1;1;1;1;2;2;NA;2;2;2;5;1;2;608;1,19216;121,6;0,23843;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4581";35;49904;"3549904005007";5174630;35,8758103378886;3;13;50;0;1;1;11;1;NA;NA;"1";11;0,5;3;2;3;"";2;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;6;1;2;2500;4,90196;416,67;0,81699;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4582";35;49904;"3549904005007";5196076;17,9944291681464;3;13;50;0;1;1;11;3;130;0,2549;"1";3;0,3;1;1;1;"";1;1;1;1;1;2;1;1;2;1;1;1;2;NA;2;2;2;1;1;2;800;1,56863;800;1,56863;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2
"4583";35;49904;"3549904005007";5203855;20,7124084573462;3;13;50;0;1;1;11;1;NA;NA;"2";2;2;1;4;1;"";5;1;1;1;1;1;1;2;2;1;1;1;2;NA;2;2;2;4;1;2;1020;2;255;0,5;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4584";35;49904;"3549904005007";5241059;9,34826821370679;3;13;50;0;2;1;11;1;NA;NA;"1";5;1,2;2;3;2;"";2;2;1;2;1;1;1;1;1;1;1;2;1;2;2;1;2;6;1;2;5200;10,19608;866,67;1,69935;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4585";35;49904;"3549904005007";5251526;10,3568571499245;3;13;50;0;2;1;11;1;NA;NA;"2";3;2;1;6;1;"";3;1;1;2;1;1;2;2;2;1;1;1;2;NA;2;1;2;6;1;2;0;0;0;0;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4586";35;49904;"3549904005007";5256057;15,8933033835616;3;13;50;0;2;1;11;1;NA;NA;"1";13;0,2;2;1;5;"";2;3;1;2;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;16500;32,35294;8250;16,17647;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4587";35;49904;"3549904005007";5260819;16,3656334103135;3;13;50;0;1;1;11;3;250;0,4902;"1";3;0,7;1;2;1;"";1;1;1;1;1;1;1;1;1;1;2;1;2;NA;2;1;2;2;2;2;1300;2,54902;650;1,27451;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4588";35;49904;"3549904005007";5282317;5,7100442137255;3;13;50;0;2;1;11;3;150;0,29412;"2";3;0,3;1;1;1;"";3;1;1;1;1;1;1;1;2;1;1;2;2;NA;2;1;2;1;1;2;900;1,76471;900;1,76471;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2
"4589";35;49904;"3549904005007";5308339;4,79037576166;3;13;50;0;2;1;11;4;NA;NA;"1";4;0,3;1;1;2;"";3;2;1;2;1;1;1;1;2;1;1;2;2;NA;1;2;2;1;1;2;1300;2,54902;1300;2,54902;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2
"4590";35;49904;"3549904005007";5325160;11,76431214179;3;13;50;0;2;1;11;1;NA;NA;"1";6;0,7;3;1,3;1;"";3;2;1;2;1;1;1;1;1;1;2;2;1;2;2;1;2;4;1;2;1000;1,96078;250;0,4902;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4591";35;49904;"3549904005007";5340388;7,40314269223869;3;13;50;0;2;1;11;6;NA;NA;"1";5;0,6;2;1,5;1;"";3;2;1;2;1;1;1;1;2;1;1;2;2;NA;2;2;2;3;1;2;380;0,7451;126,67;0,24837;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4592";35;49904;"3549904005007";5363491;33,8894812013758;3;13;50;0;1;1;11;3;200;0,39216;"1";3;1,7;1;5;1;"";5;2;1;1;1;1;1;1;2;1;2;2;2;NA;2;2;2;5;2;2;612;1,2;122,4;0,24;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4593";35;49904;"3549904005007";5370769;20,4119225893964;3;13;50;0;1;1;11;1;NA;NA;"1";5;0,4;1;2;1;"";2;1;1;1;1;2;1;1;2;1;1;1;2;NA;2;1;2;2;1;2;2500;4,90196;1250;2,45098;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4594";35;49904;"3549904005007";5389472;18,4366562168796;3;13;50;0;1;1;12;5;NA;NA;"2";2;1;1;2;1;"";2;1;1;1;1;1;2;1;2;1;1;2;1;1;1;2;2;2;1;2;800;1,56863;400;0,78431;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4595";35;49904;"3549904005007";5427900;31,4121771835819;3;13;50;0;2;1;11;5;NA;NA;"1";6;1,5;3;3;1;"";3;3;1;1;1;1;1;1;2;1;2;2;2;NA;2;2;2;9;1;2;626;1,22745;69,56;0,13638;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4596";35;49904;"3549904005007";5444324;12,6833604734964;3;13;50;0;2;1;11;1;NA;NA;"1";8;0,3;1;2;3;"";2;1;1;1;1;1;1;1;1;1;1;1;2;NA;2;2;2;2;1;2;2280;4,47059;1140;2,23529;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4597";35;49904;"3549904005007";5457746;4,4126383823455;3;13;50;0;2;1;11;1;NA;NA;"1";8;0,4;3;1;2;"";3;2;1;2;1;1;1;1;1;1;1;1;1;2;2;1;2;3;1;2;7130;13,98039;2376,67;4,66013;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4598";35;49904;"3549904005007";5460538;26,5645645234838;3;13;50;0;1;1;11;1;NA;NA;"1";4;0,3;1;1;1;"";3;1;1;1;1;1;1;1;2;1;1;1;1;2;1;2;2;1;1;2;1200;2,35294;1200;2,35294;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2
"4599";35;49904;"3549904005007";5463528;12,5256660090325;3;13;50;0;2;1;11;1;NA;NA;"1";8;0,5;3;1,3;2;"";3;2;1;1;1;1;1;1;1;1;1;2;2;NA;1;1;2;4;1;2;2220;4,35294;555;1,08824;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4600";35;49904;"3549904005007";5469016;29,4712689842146;3;13;50;0;1;1;11;1;NA;NA;"2";3;1,7;2;2,5;1;"";3;1;1;1;1;1;1;1;1;1;1;2;1;2;2;1;2;5;1;2;2400;4,70588;480;0,94118;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4601";35;49904;"3549904005007";5471920;8,79236977923049;3;13;50;0;2;1;11;5;NA;NA;"1";6;0,5;2;1,5;1;"";3;2;1;1;1;1;1;1;2;1;1;2;2;NA;2;2;2;3;1;2;500;0,98039;166,67;0,3268;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4602";35;49904;"3549904005007";5474244;14,1278074625433;3;13;50;0;2;1;11;1;NA;NA;"1";4;0,5;2;1;1;"";3;3;1;2;1;1;1;2;2;2;2;2;2;NA;2;2;2;2;1;2;100;0,19608;50;0,09804;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4603";35;49904;"3549904005007";5474563;13,1450375241443;3;13;50;0;2;1;11;1;NA;NA;"3";4;0,8;2;1,5;1;"";2;2;1;2;1;2;1;1;1;1;2;1;1;2;2;1;2;3;1;2;6710;13,15686;2236,67;4,38562;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4604";35;49904;"3549904005007";5478985;12,340081294656;3;13;50;0;2;1;11;1;NA;NA;"1";8;0,4;3;1;2;"";2;2;3;1;1;1;1;1;1;1;1;2;1;2;2;1;2;3;1;2;1530;3;510;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4605";35;49904;"3549904005007";5488997;20,4119225893964;3;13;50;0;1;1;11;1;NA;NA;"2";4;0,5;2;1;1;"";3;1;1;1;1;1;1;1;2;1;1;2;2;NA;2;2;2;2;2;2;60;0,11765;30;0,05882;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4606";35;49904;"3549904005007";5499105;22,8094622821181;3;13;50;0;2;1;11;1;NA;NA;"2";4;1,3;2;2,5;1;"";2;2;1;3;1;1;1;1;1;1;1;2;2;NA;2;1;2;5;1;2;1020;2;204;0,4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4607";35;49904;"3549904005007";5499994;13,7521258949684;3;13;50;0;2;6;61;NA;NA;NA;"";NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2
"4608";35;49904;"3549904005007";5509586;7,56862531624079;3;13;50;0;2;1;11;1;NA;NA;"2";3;1,3;1;4;1;"";3;2;1;2;1;1;1;1;2;2;2;2;2;NA;1;1;2;4;1;2;800;1,56863;200;0,39216;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4609";35;49904;"3549904005007";5523105;18,4448967475235;3;13;50;0;1;1;12;1;NA;NA;"1";4;0,3;1;1;1;"";1;1;1;1;1;1;1;1;2;1;1;2;2;NA;1;2;2;1;1;2;510;1;510;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2
"4610";35;49904;"3549904005007";5535179;29,3348328822594;3;13;50;0;1;1;11;1;NA;NA;"1";7;0,9;3;2;1;"";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;6;1;2;2240;4,39216;373,33;0,73203;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4611";35;49904;"3549904005007";5560901;13,4510138820476;3;13;50;0;2;1;11;3;200;0,39216;"1";3;1;1;3;1;"";5;1;1;1;1;1;1;1;2;1;2;2;2;NA;2;2;2;3;1;2;750;1,47059;250;0,4902;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4612";35;49904;"3549904005007";5572220;25,8181297302958;3;13;50;0;2;1;11;1;NA;NA;"1";5;1,2;2;3;1;"";2;1;1;2;1;1;1;1;2;1;1;2;2;NA;2;1;2;6;1;2;1974;3,87059;329;0,6451;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4613";35;49904;"3549904005007";5582541;16,0949605436004;3;13;50;0;2;1;11;1;NA;NA;"1";3;1,3;1;4;1;"";3;2;1;2;1;1;2;1;2;1;2;2;2;NA;1;2;2;4;1;2;600;1,17647;150;0,29412;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4614";35;49904;"3549904005007";5597334;23,1098936954826;3;13;50;0;1;1;11;3;300;0,58824;"1";6;0,7;2;2;2;"";1;1;1;1;1;1;1;1;2;1;1;1;2;NA;2;2;2;4;1;2;394;0,77255;98,5;0,19314;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4615";35;49904;"3549904005007";5610124;14,8821046785127;3;13;50;0;2;1;11;1;NA;NA;"1";8;0,6;2;2,5;2;"";3;3;1;2;1;1;1;1;1;1;1;2;2;NA;1;1;2;5;1;2;4018;7,87843;803,6;1,57569;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4616";35;49904;"3549904005007";5685831;9,99498167409989;3;13;50;0;1;1;11;1;NA;NA;"1";6;0,5;3;1;2;"";5;1;1;1;1;1;1;1;1;1;1;1;2;NA;1;1;2;3;1;2;1600;3,13725;533,33;1,04575;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4617";35;49904;"3549904005007";5688589;10,2756907227472;3;13;50;0;2;1;11;4;NA;NA;"1";4;0,5;1;2;1;"";2;2;1;3;1;1;1;1;1;1;2;2;2;NA;2;2;2;2;1;2;1530;3;765;1,5;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4618";35;49904;"3549904005007";5696868;5,1702243993303;3;13;50;0;2;1;11;1;NA;NA;"1";4;0,3;1;1;1;"";3;1;1;2;1;1;1;1;2;1;2;2;2;NA;1;2;2;1;1;2;500;0,98039;500;0,98039;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2
"4619";35;49904;"3549904005007";5706511;12,0933188085443;3;13;50;0;2;1;11;1;NA;NA;"2";4;1;2;2;1;"";2;2;1;2;1;1;1;1;1;1;1;2;2;NA;2;1;2;4;1;2;2000;3,92157;500;0,98039;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4620";35;49904;"3549904005007";5731032;8,35586052836449;3;13;50;0;2;1;11;4;NA;NA;"1";5;0,8;1;4;1;"";2;2;1;2;1;1;1;1;2;1;2;2;2;NA;2;2;2;4;1;2;510;1;127,5;0,25;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4621";35;49904;"3549904005007";5783274;13,6756625337508;3;13;50;0;2;1;11;1;NA;NA;"1";8;0,4;3;1;2;"";3;2;1;2;1;1;1;1;1;1;1;2;2;NA;1;1;2;3;1;2;800;1,56863;266,67;0,52288;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4622";35;49904;"3549904005007";5800448;24,5063186929789;3;13;50;0;1;1;11;3;350;0,68627;"1";5;0,6;2;1,5;1;"";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;3;2;2;2800;5,4902;933,33;1,83007;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4623";35;49904;"3549904005007";5804472;2,9884613982075;3;13;50;0;2;1;11;4;NA;NA;"2";2;0,5;1;1;1;"";4;2;1;3;1;1;2;2;2;2;2;2;2;NA;2;2;2;1;1;2;0;0;0;0;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2
"4624";35;49904;"3549904005007";5820461;7,5682445876052;3;13;50;0;2;1;11;5;NA;NA;"1";4;1,3;2;2,5;1;"";3;2;1;1;1;1;1;1;2;1;1;2;2;NA;2;1;2;5;1;2;1700;3,33333;340;0,66667;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4625";35;49904;"3549904005007";5836979;19,8124466001306;3;13;50;0;1;1;11;5;NA;NA;"1";3;1,3;1;4;1;"";5;1;1;1;1;1;1;1;1;1;1;2;2;NA;2;1;2;4;1;2;455;0,89216;113,75;0,22304;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4626";35;49904;"3549904005007";5887729;16,8292176557157;3;13;50;0;2;1;11;1;NA;NA;"1";3;0,7;1;2;1;"";3;3;1;1;1;1;1;1;2;1;1;2;2;NA;2;1;2;2;1;2;4000;7,84314;2000;3,92157;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4627";35;49904;"3549904005007";5895987;4,6586081564371;3;13;50;0;2;1;11;3;250;0,4902;"1";6;0,7;3;1,3;1;"";1;1;1;1;1;1;1;1;1;1;1;1;2;NA;1;1;2;4;1;2;1710;3,35294;427,5;0,83824;4;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4628";35;49904;"3549904005007";5913880;9,8105248702965;3;13;50;0;2;1;11;4;NA;NA;"1";5;0,4;2;1;1;"";2;2;1;2;1;1;1;1;2;1;1;2;2;NA;2;2;2;2;1;2;580;1,13725;290;0,56863;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4629";35;49904;"3549904005007";5925574;15,5787826052967;3;13;50;0;2;1;11;1;NA;NA;"1";5;0,4;2;1;1;"";3;2;1;1;1;1;1;1;1;1;2;2;2;NA;2;2;2;2;1;2;1430;2,80392;715;1,40196;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4630";35;49904;"3549904005007";5946487;22,3490681025021;3;13;50;0;1;1;11;1;NA;NA;"2";4;0,5;2;1;1;"";1;1;1;1;1;1;2;1;2;1;1;2;2;NA;2;2;2;2;1;2;600;1,17647;300;0,58824;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4631";35;49904;"3549904005007";5946963;5,7854128540329;3;13;50;0;2;1;11;5;NA;NA;"1";4;1;1;4;1;"";3;2;1;2;1;1;1;1;2;1;2;2;2;NA;2;2;2;4;1;2;300;0,58824;75;0,14706;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4632";35;49904;"3549904005007";5957431;11,1002673853103;3;13;50;0;2;1;11;4;NA;NA;"1";5;1;2;2,5;1;"";3;2;2;2;1;2;1;1;1;1;1;2;2;NA;1;1;2;5;1;2;2600;5,09804;520;1,01961;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4633";35;49904;"3549904005007";5965356;5,3076566213341;3;13;50;0;2;1;11;1;NA;NA;"1";4;0,8;2;1,5;1;"";3;2;1;1;1;1;1;1;2;1;1;2;2;NA;2;1;2;3;1;2;1070;2,09804;356,67;0,69935;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4634";35;49904;"3549904005007";5972271;5,1702243993303;3;13;50;0;2;1;11;1;NA;NA;"2";2;0,5;1;1;1;"";2;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;1;2;980;1,92157;980;1,92157;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2
"4635";35;49904;"3549904005007";5992701;27,9910497156905;3;13;50;0;1;1;11;1;NA;NA;"1";6;0,3;2;1;2;"";1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;3700;7,2549;1850;3,62745;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4636";35;49904;"3549904005007";6013957;3,6849914477573;3;13;50;0;2;1;11;1;NA;NA;"1";9;0,6;3;1,7;1;"";2;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;2;5;2;2;2410;4,72549;482;0,9451;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4637";35;49904;"3549904005007";6014371;5,9330780124448;3;13;50;0;2;1;11;5;NA;NA;"1";3;1,7;1;5;1;"";3;2;1;2;1;1;1;1;1;1;1;2;2;NA;2;1;2;5;1;2;1000;1,96078;200;0,39216;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4638";35;49904;"3549904005007";6029516;5,7100442137255;3;13;50;0;2;1;11;1;NA;NA;"1";6;0,2;1;1;2;"";3;2;1;1;1;1;1;1;1;1;1;2;2;NA;1;1;2;1;1;2;1500;2,94118;1500;2,94118;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2
"4639";35;49904;"3549904005007";6040701;2,9884613982075;3;13;50;0;2;1;11;1;NA;NA;"2";4;0,3;1;1;1;"";3;3;1;2;1;1;1;2;1;1;2;2;2;NA;1;2;2;1;1;2;850;1,66667;850;1,66667;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2
"4640";35;49904;"3549904005007";6041108;7,40314269223869;3;13;50;0;2;1;11;1;NA;NA;"2";4;0,8;2;1,5;1;"";3;3;1;2;1;1;2;1;1;1;1;2;1;1;2;2;2;3;1;2;1780;3,4902;593,33;1,1634;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4641";35;49904;"3549904005007";6043126;14,9276130970092;3;13;50;0;2;1;11;1;NA;NA;"1";5;1;2;2,5;1;"";3;2;1;2;1;1;1;1;1;1;1;1;1;2;2;2;2;5;1;2;2711;5,31569;542,2;1,06314;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4642";35;49904;"3549904005007";6055459;17,1475012071204;3;13;50;0;2;1;11;1;NA;NA;"1";7;0,6;3;1,3;1;"";2;1;1;1;1;1;1;1;1;1;1;2;2;NA;1;1;2;4;1;2;1330;2,60784;332,5;0,65196;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4643";35;49904;"3549904005007";6081029;6,93164586199499;3;13;50;0;2;1;11;1;NA;NA;"2";6;0,8;2;2,5;1;"";3;3;1;2;1;1;1;1;1;1;2;2;2;NA;1;2;2;5;1;2;1150;2,2549;230;0,45098;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4644";35;49904;"3549904005007";6116185;25,8456893608619;3;13;50;0;1;1;11;1;NA;NA;"1";4;1;2;2;1;"";1;1;1;1;1;1;1;1;1;1;1;2;2;NA;2;1;2;4;1;2;1500;2,94118;375;0,73529;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4645";35;49904;"3549904005007";6117019;15,3627076884915;3;13;50;0;2;1;11;1;NA;NA;"1";5;0,6;3;1;1;"";3;2;2;2;1;2;1;1;2;1;1;2;2;NA;2;2;2;3;1;2;1350;2,64706;450;0,88235;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4646";35;49904;"3549904005007";6123132;11,6213148872362;3;13;50;0;2;1;11;1;NA;NA;"1";5;0,6;2;1,5;1;"";2;3;1;2;1;1;1;1;2;1;1;2;2;NA;2;1;2;3;1;2;1430;2,80392;476,67;0,93464;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4647";35;49904;"3549904005007";6125546;13,5460260779886;3;13;50;0;2;1;11;4;NA;NA;"1";4;1,3;2;2,5;1;"";3;2;1;1;1;2;2;1;1;1;1;1;1;2;2;1;2;5;1;2;750;1,47059;150;0,29412;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4648";35;49904;"3549904005007";6130374;11,7925438996025;3;13;50;0;2;1;11;5;NA;NA;"1";5;0,6;2;1,5;1;"";3;3;1;2;1;1;1;1;1;1;1;2;2;NA;1;1;2;3;1;2;1110;2,17647;370;0,72549;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4649";35;49904;"3549904005007";6133363;17,9041173158537;3;13;50;0;2;1;11;1;NA;NA;"1";7;0,4;3;1;2;"";3;3;1;2;1;1;1;1;1;1;1;2;2;NA;2;1;2;3;1;2;1200;2,35294;400;0,78431;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4650";35;49904;"3549904005007";6142052;29,3522307192918;3;13;50;0;1;1;11;4;NA;NA;"1";2;1;1;2;1;"";2;1;1;1;1;1;1;1;1;1;1;1;2;NA;2;2;2;2;1;2;600;1,17647;300;0,58824;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4651";35;49904;"3549904005007";6149995;6,2006862447727;3;13;50;0;2;1;11;4;NA;NA;"1";5;0,6;2;1,5;1;"";3;2;1;2;1;1;1;1;2;1;1;2;2;NA;2;2;2;3;1;2;650;1,27451;216,67;0,42484;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4652";35;49904;"3549904005007";6152873;15,3415786181167;3;13;50;0;1;1;12;5;NA;NA;"2";3;1;1;3;1;"";1;1;1;1;1;2;1;1;2;1;1;1;1;2;2;2;2;3;1;2;1600;3,13725;533,33;1,04575;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
